Sulfatide,[M+H]+,[M-SO3+H]+,[M-H2SO4+H]+,[M-C6H12O9S+H]+,[M-C6H10O8S+H]+,[M-C6H10O8S-H2O+H]+,[M-FA-H2SO4+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
SHexCer(d18:0/42:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,446.348,284.2948,266.2842,618.6547,254.2842
SHexCer(d18:1/42:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,444.3323,282.2791,264.2686,620.6704,252.2686
SHexCer(d20:0/40:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,474.3793,312.3261,294.3155,590.6235,282.3155
SHexCer(d20:1/40:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,472.3636,310.3105,292.2999,592.6391,280.2999
SHexCer(d22:0/38:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,502.4106,340.3574,322.3468,562.5922,310.3468
SHexCer(d22:1/38:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,500.3949,338.3417,320.3312,564.6078,308.3312
SHexCer(d24:0/36:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,530.4419,368.3887,350.3781,534.5609,338.3781
SHexCer(d24:1/36:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,528.4262,366.373,348.3625,536.5765,336.3625
SHexCer(d25:0/35:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,544.4575,382.4044,364.3938,520.5452,352.3938
SHexCer(d25:1/35:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,542.4419,380.3887,362.3781,522.5609,350.3781
SHexCer(d26:0/34:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,558.4732,396.42,378.4094,506.5295,366.4094
SHexCer(d26:1/34:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,556.4575,394.4044,376.3938,508.5452,364.3938
SHexCer(d27:0/33:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,572.4888,410.4356,392.4251,492.5139,380.4251
SHexCer(d27:1/33:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,570.4732,408.42,390.4094,494.5295,378.4094
SHexCer(d28:0/32:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,586.5045,424.4513,406.4407,478.4983,394.4407
SHexCer(d28:1/32:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,584.4888,422.4356,404.4251,480.5139,392.4251
SHexCer(d29:0/31:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,600.5201,438.4669,420.4564,464.4826,408.4564
SHexCer(d29:1/31:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,598.5045,436.4513,418.4407,466.4983,406.4407
SHexCer(d30:0/30:1)+H,,1064.979,1046.968,902.9261,884.9155,866.905,614.5358,452.4826,434.472,450.4669,422.472
SHexCer(d30:1/30:0)+H,,1064.979,1046.968,902.9261,884.9155,866.905,612.5201,450.4669,432.4564,452.4826,420.4564
SHexCer(d18:0/42:2)+H,,1062.963,1044.952,900.9101,882.8995,864.889,446.3476,284.2948,266.2842,616.6391,254.2842
SHexCer(d18:1/42:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,444.332,282.2791,264.2686,618.6547,252.2686
SHexCer(d20:0/40:2)+H,,1062.963,1044.952,900.9101,882.8995,864.889,474.3789,312.3261,294.3155,588.6078,282.3155
SHexCer(d20:1/40:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,472.3633,310.3105,292.2999,590.6235,280.2999
SHexCer(d22:0/38:2)+H,,1062.963,1044.952,900.9101,882.8995,864.889,502.4102,340.3574,322.3468,560.5765,310.3468
SHexCer(d22:1/38:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,500.3946,338.3417,320.3312,562.5922,308.3312
SHexCer(d24:0/36:2)+H,,1062.963,1044.952,900.9101,882.8995,864.889,530.4415,368.3887,350.3781,532.5452,338.3781
SHexCer(d24:1/36:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,528.4259,366.373,348.3625,534.5609,336.3625
SHexCer(d25:1/35:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,542.4415,380.3887,362.3781,520.5452,350.3781
SHexCer(d26:0/34:2)+H,,1062.963,1044.952,900.9101,882.8995,864.889,558.4728,396.42,378.4094,504.5139,366.4094
SHexCer(d26:1/34:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,556.4572,394.4044,376.3938,506.5295,364.3938
SHexCer(d27:1/33:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,570.4728,408.42,390.4094,492.5139,378.4094
SHexCer(d28:0/32:2)+H,,1062.963,1044.952,900.9101,882.8995,864.889,586.5042,424.4513,406.4407,476.4826,394.4407
SHexCer(d28:1/32:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,584.4885,422.4356,404.4251,478.4983,392.4251
SHexCer(d29:1/31:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,598.5042,436.4513,418.4407,464.4826,406.4407
SHexCer(d30:0/30:2)+H,,1062.963,1044.952,900.9101,882.8995,864.889,614.5354,452.4826,434.472,448.4513,422.472
SHexCer(d30:1/30:1)+H,,1062.963,1044.952,900.9101,882.8995,864.889,612.5198,450.4669,432.4564,450.4669,420.4564
SHexCer(d18:1/42:2)+H,,1060.947,1042.936,898.8941,880.8835,862.8729,444.3316,282.2791,264.2686,616.6391,252.2686
SHexCer(d20:1/40:2)+H,,1060.947,1042.936,898.8941,880.8835,862.8729,472.3629,310.3105,292.2999,588.6078,280.2999
SHexCer(d22:1/38:2)+H,,1060.947,1042.936,898.8941,880.8835,862.8729,500.3942,338.3417,320.3312,560.5765,308.3312
SHexCer(d24:1/36:2)+H,,1060.947,1042.936,898.8941,880.8835,862.8729,528.4255,366.373,348.3625,532.5452,336.3625
SHexCer(d26:1/34:2)+H,,1060.947,1042.936,898.8941,880.8835,862.8729,556.4568,394.4044,376.3938,504.5139,364.3938
SHexCer(d28:1/32:2)+H,,1060.947,1042.936,898.8941,880.8835,862.8729,584.4882,422.4356,404.4251,476.4826,392.4251
SHexCer(d30:1/30:2)+H,,1060.947,1042.936,898.8941,880.8835,862.8729,612.5194,450.4669,432.4564,448.4513,420.4564
SHexCer(d19:0/42:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,460.3633,298.3105,280.2999,620.6704,268.2999
SHexCer(d21:0/40:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,488.3946,326.3417,308.3312,592.6391,296.3312
SHexCer(d23:0/38:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,516.4259,354.373,336.3625,564.6078,324.3625
SHexCer(d25:0/36:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,544.4572,382.4044,364.3938,536.5765,352.3938
SHexCer(d26:0/35:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,558.4729,396.42,378.4094,522.5609,366.4094
SHexCer(d27:0/34:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,572.4885,410.4356,392.4251,508.5452,380.4251
SHexCer(d28:0/33:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,586.5042,424.4513,406.4407,494.5295,394.4407
SHexCer(d29:0/32:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,600.5198,438.4669,420.4564,480.5139,408.4564
SHexCer(d30:0/31:0)+H,,1081.01,1062.999,918.9571,900.9465,882.936,614.5355,452.4826,434.472,466.4983,422.472
SHexCer(d19:0/42:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,460.363,298.3105,280.2999,618.6547,268.2999
SHexCer(d19:1/42:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,458.3473,296.2948,278.2842,620.6704,266.2842
SHexCer(d21:0/40:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,488.3943,326.3417,308.3312,590.6235,296.3312
SHexCer(d21:1/40:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,486.3786,324.3261,306.3155,592.6391,294.3155
SHexCer(d23:0/38:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,516.4256,354.373,336.3625,562.5922,324.3625
SHexCer(d23:1/38:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,514.4099,352.3574,334.3468,564.6078,322.3468
SHexCer(d25:0/36:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,544.4569,382.4044,364.3938,534.5609,352.3938
SHexCer(d25:1/36:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,542.4412,380.3887,362.3781,536.5765,350.3781
SHexCer(d26:0/35:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,558.4725,396.42,378.4094,520.5452,366.4094
SHexCer(d26:1/35:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,556.4569,394.4044,376.3938,522.5609,364.3938
SHexCer(d27:0/34:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,572.4882,410.4356,392.4251,506.5295,380.4251
SHexCer(d27:1/34:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,570.4725,408.42,390.4094,508.5452,378.4094
SHexCer(d28:0/33:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,586.5038,424.4513,406.4407,492.5139,394.4407
SHexCer(d28:1/33:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,584.4882,422.4356,404.4251,494.5295,392.4251
SHexCer(d29:0/32:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,600.5195,438.4669,420.4564,478.4983,408.4564
SHexCer(d29:1/32:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,598.5038,436.4513,418.4407,480.5139,406.4407
SHexCer(d30:0/31:1)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,614.5352,452.4826,434.472,464.4826,422.472
SHexCer(d30:1/31:0)+H,,1078.994,1060.983,916.9411,898.9305,880.9199,612.5195,450.4669,432.4564,466.4983,420.4564
SHexCer(d19:0/42:2)+H,,1076.979,1058.968,914.9261,896.9155,878.905,460.3636,298.3105,280.2999,616.6391,268.2999
SHexCer(d19:1/42:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,458.348,296.2948,278.2842,618.6547,266.2842
SHexCer(d21:0/40:2)+H,,1076.979,1058.968,914.9261,896.9155,878.905,488.3949,326.3417,308.3312,588.6078,296.3312
SHexCer(d21:1/40:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,486.3793,324.3261,306.3155,590.6235,294.3155
SHexCer(d23:0/38:2)+H,,1076.979,1058.968,914.9261,896.9155,878.905,516.4262,354.373,336.3625,560.5765,324.3625
SHexCer(d23:1/38:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,514.4106,352.3574,334.3468,562.5922,322.3468
SHexCer(d25:0/36:2)+H,,1076.979,1058.968,914.9261,896.9155,878.905,544.4575,382.4044,364.3938,532.5452,352.3938
SHexCer(d25:1/36:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,542.4419,380.3887,362.3781,534.5609,350.3781
SHexCer(d26:1/35:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,556.4575,394.4044,376.3938,520.5452,364.3938
SHexCer(d27:0/34:2)+H,,1076.979,1058.968,914.9261,896.9155,878.905,572.4888,410.4356,392.4251,504.5139,380.4251
SHexCer(d27:1/34:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,570.4732,408.42,390.4094,506.5295,378.4094
SHexCer(d28:1/33:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,584.4888,422.4356,404.4251,492.5139,392.4251
SHexCer(d29:0/32:2)+H,,1076.979,1058.968,914.9261,896.9155,878.905,600.5201,438.4669,420.4564,476.4826,408.4564
SHexCer(d29:1/32:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,598.5045,436.4513,418.4407,478.4983,406.4407
SHexCer(d30:1/31:1)+H,,1076.979,1058.968,914.9261,896.9155,878.905,612.5201,450.4669,432.4564,464.4826,420.4564
SHexCer(d19:1/42:2)+H,,1074.963,1056.952,912.9101,894.8995,876.889,458.3476,296.2948,278.2842,616.6391,266.2842
SHexCer(d21:1/40:2)+H,,1074.963,1056.952,912.9101,894.8995,876.889,486.3789,324.3261,306.3155,588.6078,294.3155
SHexCer(d23:1/38:2)+H,,1074.963,1056.952,912.9101,894.8995,876.889,514.4102,352.3574,334.3468,560.5765,322.3468
SHexCer(d25:1/36:2)+H,,1074.963,1056.952,912.9101,894.8995,876.889,542.4415,380.3887,362.3781,532.5452,350.3781
SHexCer(d27:1/34:2)+H,,1074.963,1056.952,912.9101,894.8995,876.889,570.4728,408.42,390.4094,504.5139,378.4094
SHexCer(d29:1/32:2)+H,,1074.963,1056.952,912.9101,894.8995,876.889,598.5042,436.4513,418.4407,476.4826,406.4407
SHexCer(d20:0/42:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,474.3793,312.3261,294.3155,620.6704,282.3155
SHexCer(d22:0/40:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,502.4106,340.3574,322.3468,592.6391,310.3468
SHexCer(d24:0/38:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,530.442,368.3887,350.3781,564.6078,338.3781
SHexCer(d26:0/36:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,558.4732,396.42,378.4094,536.5765,366.4094
SHexCer(d27:0/35:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,572.4889,410.4356,392.4251,522.5609,380.4251
SHexCer(d28:0/34:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,586.5045,424.4513,406.4407,508.5452,394.4407
SHexCer(d29:0/33:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,600.5202,438.4669,420.4564,494.5295,408.4564
SHexCer(d30:0/32:0)+H,,1095.026,1077.015,932.9731,914.9625,896.952,614.5358,452.4826,434.472,480.5139,422.472
SHexCer(d20:0/42:1)+H,,1093.01,1074.999,930.9571,912.9465,894.936,474.379,312.3261,294.3155,618.6547,282.3155
SHexCer(d20:1/42:0)+H,,1093.01,1074.999,930.9571,912.9465,894.936,472.3633,310.3105,292.2999,620.6704,280.2999
SHexCer(d22:0/40:1)+H,,1093.01,1074.999,930.9571,912.9465,894.936,502.4103,340.3574,322.3468,590.6235,310.3468
SHexCer(d22:1/40:0)+H,,1093.01,1074.999,930.9571,912.9465,894.936,500.3946,338.3417,320.3312,592.6391,308.3312
