Sulfatide,[M+H]+,[M-SO3+H]+,[M-H2SO4+H]+,[M-C6H12O9S+H]+,[M-C6H10O8S+H]+,[M-C6H10O8S-H2O+H]+,[M-FA-H2SO4+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
SHexCer(d19:1/29:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,458.3476,296.2948,278.2842,438.4669,266.2842
SHexCer(d20:0/28:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,474.3789,312.3261,294.3155,422.4356,282.3155
SHexCer(d20:1/28:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,472.3632,310.3105,292.2999,424.4513,280.2999
SHexCer(d21:0/27:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,488.3945,326.3417,308.3312,408.42,296.3312
SHexCer(d21:1/27:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,486.3789,324.3261,306.3155,410.4356,294.3155
SHexCer(d22:0/26:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,502.4102,340.3574,322.3468,394.4044,310.3468
SHexCer(d22:1/26:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,500.3945,338.3417,320.3312,396.42,308.3312
SHexCer(d23:0/25:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,516.4258,354.373,336.3625,380.3887,324.3625
SHexCer(d23:1/25:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,514.4102,352.3574,334.3468,382.4044,322.3468
SHexCer(d24:0/24:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,530.4415,368.3887,350.3781,366.373,338.3781
SHexCer(d24:1/24:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,528.4258,366.373,348.3625,368.3887,336.3625
SHexCer(d25:0/23:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,544.4572,382.4044,364.3938,352.3574,352.3938
SHexCer(d25:1/23:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,542.4415,380.3887,362.3781,354.373,350.3781
SHexCer(d26:0/22:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,558.4728,396.42,378.4094,338.3417,366.4094
SHexCer(d26:1/22:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,556.4572,394.4044,376.3938,340.3574,364.3938
SHexCer(d27:0/21:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,572.4884,410.4356,392.4251,324.3261,380.4251
SHexCer(d27:1/21:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,570.4728,408.42,390.4094,326.3417,378.4094
SHexCer(d28:0/20:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,586.5041,424.4513,406.4407,310.3105,394.4407
SHexCer(d28:1/20:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,584.4884,422.4356,404.4251,312.3261,392.4251
SHexCer(d29:0/19:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,600.5197,438.4669,420.4564,296.2948,408.4564
SHexCer(d29:1/19:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,598.5041,436.4513,418.4407,298.3105,406.4407
SHexCer(d30:0/18:1)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,614.5354,452.4826,434.472,282.2791,422.472
SHexCer(d30:1/18:0)+H,,896.7907,878.7802,734.7379,716.7273,698.7167,612.5197,450.4669,432.4564,284.2948,420.4564
SHexCer(d14:0/34:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,390.285,228.2322,210.2216,504.5139,198.2216
SHexCer(d14:1/34:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,388.2694,226.2166,208.206,506.5295,196.206
SHexCer(d15:1/33:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,402.285,240.2322,222.2216,492.5139,210.2216
SHexCer(d16:0/32:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,418.3163,256.2635,238.2529,476.4826,226.2529
SHexCer(d16:1/32:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,416.3007,254.2478,236.2373,478.4983,224.2373
SHexCer(d17:1/31:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,430.3163,268.2635,250.2529,464.4826,238.2529
SHexCer(d18:0/30:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,446.3476,284.2948,266.2842,448.4513,254.2842
SHexCer(d18:1/30:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,444.332,282.2791,264.2686,450.4669,252.2686
SHexCer(d19:1/29:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,458.3476,296.2948,278.2842,436.4513,266.2842
SHexCer(d20:0/28:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,474.3789,312.3261,294.3155,420.42,282.3155
SHexCer(d20:1/28:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,472.3633,310.3105,292.2999,422.4356,280.2999
SHexCer(d21:1/27:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,486.3789,324.3261,306.3155,408.42,294.3155
SHexCer(d22:0/26:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,502.4102,340.3574,322.3468,392.3887,310.3468
SHexCer(d22:1/26:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,500.3946,338.3417,320.3312,394.4044,308.3312
SHexCer(d23:1/25:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,514.4102,352.3574,334.3468,380.3887,322.3468
SHexCer(d24:0/24:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,530.4415,368.3887,350.3781,364.3574,338.3781
SHexCer(d24:1/24:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,528.4259,366.373,348.3625,366.373,336.3625
SHexCer(d25:1/23:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,542.4415,380.3887,362.3781,352.3574,350.3781
SHexCer(d26:0/22:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,558.4728,396.42,378.4094,336.3261,366.4094
SHexCer(d26:1/22:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,556.4572,394.4044,376.3938,338.3417,364.3938
SHexCer(d27:1/21:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,570.4728,408.42,390.4094,324.3261,378.4094
SHexCer(d28:0/20:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,586.5042,424.4513,406.4407,308.2948,394.4407
SHexCer(d28:1/20:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,584.4885,422.4356,404.4251,310.3105,392.4251
SHexCer(d29:1/19:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,598.5042,436.4513,418.4407,296.2948,406.4407
SHexCer(d30:0/18:2)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,614.5354,452.4826,434.472,280.2635,422.472
SHexCer(d30:1/18:1)+H,,894.7751,876.7645,732.7223,714.7117,696.7012,612.5198,450.4669,432.4564,282.2791,420.4564
SHexCer(d14:1/34:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,388.2693,226.2166,208.206,504.5139,196.206
SHexCer(d16:1/32:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,416.3006,254.2478,236.2373,476.4826,224.2373
SHexCer(d18:1/30:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,444.3319,282.2791,264.2686,448.4513,252.2686
SHexCer(d20:1/28:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,472.3632,310.3105,292.2999,420.42,280.2999
SHexCer(d22:1/26:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,500.3945,338.3417,320.3312,392.3887,308.3312
SHexCer(d24:1/24:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,528.4258,366.373,348.3625,364.3574,336.3625
SHexCer(d26:1/22:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,556.4572,394.4044,376.3938,336.3261,364.3938
SHexCer(d28:1/20:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,584.4884,422.4356,404.4251,308.2948,392.4251
SHexCer(d30:1/18:2)+H,,892.7594,874.7488,730.7066,712.696,694.6854,612.5197,450.4669,432.4564,280.2635,420.4564
SHexCer(d14:0/35:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,390.2851,228.2322,210.2216,522.5609,198.2216
SHexCer(d15:0/34:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,404.3007,242.2478,224.2373,508.5452,212.2373
SHexCer(d16:0/33:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,418.3164,256.2635,238.2529,494.5295,226.2529
SHexCer(d17:0/32:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,432.332,270.2791,252.2686,480.5139,240.2686
SHexCer(d18:0/31:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,446.3477,284.2948,266.2842,466.4983,254.2842
SHexCer(d19:0/30:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,460.3633,298.3105,280.2999,452.4826,268.2999
SHexCer(d20:0/29:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,474.379,312.3261,294.3155,438.4669,282.3155
SHexCer(d21:0/28:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,488.3946,326.3417,308.3312,424.4513,296.3312
SHexCer(d22:0/27:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,502.4103,340.3574,322.3468,410.4356,310.3468
SHexCer(d23:0/26:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,516.4259,354.373,336.3625,396.42,324.3625
SHexCer(d24:0/25:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,530.4416,368.3887,350.3781,382.4044,338.3781
SHexCer(d25:0/24:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,544.4572,382.4044,364.3938,368.3887,352.3938
SHexCer(d26:0/23:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,558.4729,396.42,378.4094,354.373,366.4094
SHexCer(d27:0/22:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,572.4885,410.4356,392.4251,340.3574,380.4251
SHexCer(d28:0/21:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,586.5042,424.4513,406.4407,326.3417,394.4407
SHexCer(d29:0/20:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,600.5198,438.4669,420.4564,312.3261,408.4564
SHexCer(d30:0/19:0)+H,,912.8221,894.8115,750.7693,732.7587,714.7482,614.5355,452.4826,434.472,298.3105,422.472
SHexCer(d14:0/35:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,390.285,228.2322,210.2216,520.5452,198.2216
SHexCer(d14:1/35:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,388.2694,226.2166,208.206,522.5609,196.206
SHexCer(d15:0/34:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,404.3007,242.2478,224.2373,506.5295,212.2373
SHexCer(d15:1/34:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,402.285,240.2322,222.2216,508.5452,210.2216
SHexCer(d16:0/33:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,418.3163,256.2635,238.2529,492.5139,226.2529
SHexCer(d16:1/33:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,416.3007,254.2478,236.2373,494.5295,224.2373
SHexCer(d17:0/32:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,432.332,270.2791,252.2686,478.4983,240.2686
SHexCer(d17:1/32:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,430.3163,268.2635,250.2529,480.5139,238.2529
SHexCer(d18:0/31:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,446.3476,284.2948,266.2842,464.4826,254.2842
SHexCer(d18:1/31:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,444.332,282.2791,264.2686,466.4983,252.2686
SHexCer(d19:0/30:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,460.3633,298.3105,280.2999,450.4669,268.2999
SHexCer(d19:1/30:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,458.3476,296.2948,278.2842,452.4826,266.2842
SHexCer(d20:0/29:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,474.3789,312.3261,294.3155,436.4513,282.3155
SHexCer(d20:1/29:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,472.3633,310.3105,292.2999,438.4669,280.2999
SHexCer(d21:0/28:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,488.3946,326.3417,308.3312,422.4356,296.3312
SHexCer(d21:1/28:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,486.3789,324.3261,306.3155,424.4513,294.3155
SHexCer(d22:0/27:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,502.4102,340.3574,322.3468,408.42,310.3468
SHexCer(d22:1/27:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,500.3946,338.3417,320.3312,410.4356,308.3312
SHexCer(d23:0/26:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,516.4259,354.373,336.3625,394.4044,324.3625
SHexCer(d23:1/26:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,514.4102,352.3574,334.3468,396.42,322.3468
SHexCer(d24:0/25:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,530.4415,368.3887,350.3781,380.3887,338.3781
SHexCer(d24:1/25:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,528.4259,366.373,348.3625,382.4044,336.3625
SHexCer(d25:0/24:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,544.4572,382.4044,364.3938,366.373,352.3938
SHexCer(d25:1/24:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,542.4415,380.3887,362.3781,368.3887,350.3781
SHexCer(d26:0/23:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,558.4728,396.42,378.4094,352.3574,366.4094
SHexCer(d26:1/23:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,556.4572,394.4044,376.3938,354.373,364.3938
SHexCer(d27:0/22:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,572.4885,410.4356,392.4251,338.3417,380.4251
SHexCer(d27:1/22:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,570.4728,408.42,390.4094,340.3574,378.4094
SHexCer(d28:0/21:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,586.5042,424.4513,406.4407,324.3261,394.4407
SHexCer(d28:1/21:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,584.4885,422.4356,404.4251,326.3417,392.4251
SHexCer(d29:0/20:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,600.5198,438.4669,420.4564,310.3105,408.4564
SHexCer(d29:1/20:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,598.5042,436.4513,418.4407,312.3261,406.4407
SHexCer(d30:0/19:1)+H,,910.8064,892.7958,748.7536,730.743,712.7324,614.5354,452.4826,434.472,296.2948,422.472
SHexCer(d30:1/19:0)+H,,910.8064,892.7958,748.7536,730.743,712.7324,612.5198,450.4669,432.4564,298.3105,420.4564
SHexCer(d14:1/35:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,388.2693,226.2166,208.206,520.5452,196.206
SHexCer(d15:0/34:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,404.3006,242.2478,224.2373,504.5139,212.2373
SHexCer(d15:1/34:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,402.285,240.2322,222.2216,506.5295,210.2216
SHexCer(d16:1/33:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,416.3006,254.2478,236.2373,492.5139,224.2373
SHexCer(d17:0/32:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,432.3319,270.2791,252.2686,476.4826,240.2686
SHexCer(d17:1/32:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,430.3163,268.2635,250.2529,478.4983,238.2529
SHexCer(d18:1/31:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,444.3319,282.2791,264.2686,464.4826,252.2686
SHexCer(d19:0/30:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,460.3632,298.3105,280.2999,448.4513,268.2999
SHexCer(d19:1/30:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,458.3476,296.2948,278.2842,450.4669,266.2842
SHexCer(d20:1/29:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,472.3632,310.3105,292.2999,436.4513,280.2999
SHexCer(d21:0/28:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,488.3945,326.3417,308.3312,420.42,296.3312
SHexCer(d21:1/28:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,486.3789,324.3261,306.3155,422.4356,294.3155
SHexCer(d22:1/27:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,500.3945,338.3417,320.3312,408.42,308.3312
SHexCer(d23:0/26:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,516.4258,354.373,336.3625,392.3887,324.3625
SHexCer(d23:1/26:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,514.4102,352.3574,334.3468,394.4044,322.3468
SHexCer(d24:1/25:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,528.4258,366.373,348.3625,380.3887,336.3625
SHexCer(d25:0/24:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,544.4572,382.4044,364.3938,364.3574,352.3938
SHexCer(d25:1/24:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,542.4415,380.3887,362.3781,366.373,350.3781
SHexCer(d26:1/23:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,556.4572,394.4044,376.3938,352.3574,364.3938
SHexCer(d27:0/22:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,572.4884,410.4356,392.4251,336.3261,380.4251
SHexCer(d27:1/22:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,570.4728,408.42,390.4094,338.3417,378.4094
SHexCer(d28:1/21:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,584.4884,422.4356,404.4251,324.3261,392.4251
SHexCer(d29:0/20:2)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,600.5197,438.4669,420.4564,308.2948,408.4564
SHexCer(d29:1/20:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,598.5041,436.4513,418.4407,310.3105,406.4407
SHexCer(d30:1/19:1)+H,,908.7907,890.7802,746.7379,728.7273,710.7167,612.5197,450.4669,432.4564,296.2948,420.4564
SHexCer(d15:1/34:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,402.285,240.2322,222.2216,504.5139,210.2216
SHexCer(d17:1/32:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,430.3163,268.2635,250.2529,476.4826,238.2529
SHexCer(d19:1/30:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,458.3476,296.2948,278.2842,448.4513,266.2842
SHexCer(d21:1/28:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,486.3789,324.3261,306.3155,420.42,294.3155
SHexCer(d23:1/26:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,514.4102,352.3574,334.3468,392.3887,322.3468
SHexCer(d25:1/24:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,542.4415,380.3887,362.3781,364.3574,350.3781
SHexCer(d27:1/22:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,570.4728,408.42,390.4094,336.3261,378.4094
SHexCer(d29:1/20:2)+H,,906.7751,888.7645,744.7223,726.7117,708.7012,598.5042,436.4513,418.4407,308.2948,406.4407
SHexCer(d14:0/36:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,390.2852,228.2322,210.2216,536.5765,198.2216
SHexCer(d15:0/35:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,404.3009,242.2478,224.2373,522.5609,212.2373
SHexCer(d16:0/34:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,418.3165,256.2635,238.2529,508.5452,226.2529
SHexCer(d17:0/33:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,432.3322,270.2791,252.2686,494.5295,240.2686
SHexCer(d18:0/32:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,446.3478,284.2948,266.2842,480.5139,254.2842
SHexCer(d19:0/31:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,460.3635,298.3105,280.2999,466.4983,268.2999
SHexCer(d20:0/30:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,474.3791,312.3261,294.3155,452.4826,282.3155
SHexCer(d21:0/29:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,488.3948,326.3417,308.3312,438.4669,296.3312
SHexCer(d22:0/28:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,502.4104,340.3574,322.3468,424.4513,310.3468
SHexCer(d23:0/27:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,516.4261,354.373,336.3625,410.4356,324.3625
SHexCer(d24:0/26:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,530.4417,368.3887,350.3781,396.42,338.3781
SHexCer(d25:0/25:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,544.4574,382.4044,364.3938,382.4044,352.3938
SHexCer(d26:0/24:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,558.473,396.42,378.4094,368.3887,366.4094
SHexCer(d27:0/23:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,572.4887,410.4356,392.4251,354.373,380.4251
SHexCer(d28:0/22:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,586.5043,424.4513,406.4407,340.3574,394.4407
SHexCer(d29:0/21:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,600.52,438.4669,420.4564,326.3417,408.4564
SHexCer(d30:0/20:0)+H,,926.8379,908.8273,764.7851,746.7745,728.764,614.5356,452.4826,434.472,312.3261,422.472
SHexCer(d14:0/36:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,390.2849,228.2322,210.2216,534.5609,198.2216
SHexCer(d14:1/36:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,388.2692,226.2166,208.206,536.5765,196.206
SHexCer(d15:0/35:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,404.3005,242.2478,224.2373,520.5452,212.2373
SHexCer(d15:1/35:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,402.2849,240.2322,222.2216,522.5609,210.2216
SHexCer(d16:0/34:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,418.3162,256.2635,238.2529,506.5295,226.2529
SHexCer(d16:1/34:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,416.3005,254.2478,236.2373,508.5452,224.2373
SHexCer(d17:0/33:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,432.3318,270.2791,252.2686,492.5139,240.2686
SHexCer(d17:1/33:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,430.3162,268.2635,250.2529,494.5295,238.2529
SHexCer(d18:0/32:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,446.3475,284.2948,266.2842,478.4983,254.2842
SHexCer(d18:1/32:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,444.3318,282.2791,264.2686,480.5139,252.2686
SHexCer(d19:0/31:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,460.3631,298.3105,280.2999,464.4826,268.2999
SHexCer(d19:1/31:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,458.3475,296.2948,278.2842,466.4983,266.2842
SHexCer(d20:0/30:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,474.3788,312.3261,294.3155,450.4669,282.3155
SHexCer(d20:1/30:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,472.3631,310.3105,292.2999,452.4826,280.2999
SHexCer(d21:0/29:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,488.3944,326.3417,308.3312,436.4513,296.3312
SHexCer(d21:1/29:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,486.3788,324.3261,306.3155,438.4669,294.3155
SHexCer(d22:0/28:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,502.4101,340.3574,322.3468,422.4356,310.3468
SHexCer(d22:1/28:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,500.3944,338.3417,320.3312,424.4513,308.3312
SHexCer(d23:0/27:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,516.4257,354.373,336.3625,408.42,324.3625
SHexCer(d23:1/27:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,514.4101,352.3574,334.3468,410.4356,322.3468
SHexCer(d24:0/26:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,530.4414,368.3887,350.3781,394.4044,338.3781
SHexCer(d24:1/26:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,528.4257,366.373,348.3625,396.42,336.3625
SHexCer(d25:0/25:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,544.457,382.4044,364.3938,380.3887,352.3938
SHexCer(d25:1/25:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,542.4414,380.3887,362.3781,382.4044,350.3781
SHexCer(d26:0/24:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,558.4727,396.42,378.4094,366.373,366.4094
SHexCer(d26:1/24:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,556.457,394.4044,376.3938,368.3887,364.3938
SHexCer(d27:0/23:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,572.4883,410.4356,392.4251,352.3574,380.4251
SHexCer(d27:1/23:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,570.4727,408.42,390.4094,354.373,378.4094
SHexCer(d28:0/22:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,586.504,424.4513,406.4407,338.3417,394.4407
SHexCer(d28:1/22:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,584.4883,422.4356,404.4251,340.3574,392.4251
SHexCer(d29:0/21:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,600.5197,438.4669,420.4564,324.3261,408.4564
SHexCer(d29:1/21:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,598.504,436.4513,418.4407,326.3417,406.4407
SHexCer(d30:0/20:1)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,614.5353,452.4826,434.472,310.3105,422.472
SHexCer(d30:1/20:0)+H,,924.8219,906.8113,762.7691,744.7585,726.7479,612.5197,450.4669,432.4564,312.3261,420.4564
SHexCer(d14:0/36:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,390.2845,228.2322,210.2216,532.5452,198.2216
SHexCer(d14:1/36:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,388.2689,226.2166,208.206,534.5609,196.206
SHexCer(d15:1/35:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,402.2845,240.2322,222.2216,520.5452,210.2216
SHexCer(d16:0/34:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,418.3158,256.2635,238.2529,504.5139,226.2529
SHexCer(d16:1/34:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,416.3002,254.2478,236.2373,506.5295,224.2373
SHexCer(d17:1/33:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,430.3158,268.2635,250.2529,492.5139,238.2529
SHexCer(d18:0/32:2)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,446.3471,284.2948,266.2842,476.4826,254.2842
SHexCer(d18:1/32:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,444.3315,282.2791,264.2686,478.4983,252.2686
SHexCer(d19:1/31:1)+H,,922.8059,904.7953,760.7531,742.7425,724.7319,458.3471,296.2948,278.2842,464.4826,266.2842
