Cer_AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_AS(d20:1/33:0)-H,818.79715,800.78645,786.77085,770.77595,324.29135,308.29645,509.49445,508.51045,296.29645,491.48395,267.26985,265.25425,463.48895
Cer_AS(d20:1/33:1)-H,816.78145,798.77085,784.75525,768.76035,324.29135,308.29645,507.47885,506.49485,296.29645,489.46825,267.26985,265.25425,461.47335
Cer_AS(d20:1/33:2)-H,814.76585,796.75525,782.73955,766.74465,324.29135,308.29645,505.46315,504.47915,296.29645,487.45265,267.26985,265.25425,459.45775
Cer_AS(d20:1/33:3)-H,812.75015,794.73955,780.72395,764.72905,324.29135,308.29645,503.44755,502.46355,296.29645,485.43695,267.26985,265.25425,457.44205
Cer_AS(d20:1/33:4)-H,810.73445,792.72395,778.70825,762.71335,324.29135,308.29645,501.43185,500.44785,296.29645,483.42125,267.26985,265.25425,455.42635
Cer_AS(d20:1/34:0)-H,832.81275,814.80215,800.78645,784.79165,324.29135,308.29645,523.51015,522.52615,296.29645,505.49955,267.26985,265.25425,477.50465
Cer_AS(d20:1/34:1)-H,830.79715,812.78645,798.77085,782.77595,324.29135,308.29645,521.49455,520.51045,296.29645,503.48395,267.26985,265.25425,475.48895
Cer_AS(d20:1/34:2)-H,828.78145,810.77085,796.75525,780.76035,324.29135,308.29645,519.47885,518.49485,296.29645,501.46825,267.26985,265.25425,473.47335
Cer_AS(d20:1/34:3)-H,826.76585,808.75525,794.73955,778.74465,324.29135,308.29645,517.46315,516.47915,296.29645,499.45265,267.26985,265.25425,471.45775
Cer_AS(d20:1/34:4)-H,824.75015,806.73955,792.72395,776.72905,324.29135,308.29645,515.44755,514.46355,296.29645,497.43695,267.26985,265.25425,469.44205
Cer_AS(d20:1/35:0)-H,846.82835,828.81785,814.80215,798.80725,324.29135,308.29645,537.52575,536.54175,296.29645,519.51515,267.26985,265.25425,491.52025
Cer_AS(d20:1/35:1)-H,844.81275,826.80215,812.78645,796.79165,324.29135,308.29645,535.51015,534.52615,296.29645,517.49955,267.26985,265.25425,489.50465
Cer_AS(d20:1/35:2)-H,842.79715,824.78645,810.77085,794.77595,324.29135,308.29645,533.49455,532.51045,296.29645,515.48385,267.26985,265.25425,487.48895
Cer_AS(d20:1/35:3)-H,840.78145,822.77085,808.75525,792.76035,324.29135,308.29645,531.47885,530.49485,296.29645,513.46825,267.26985,265.25425,485.47335
Cer_AS(d20:1/35:4)-H,838.76585,820.75525,806.73955,790.74465,324.29135,308.29645,529.46315,528.47915,296.29645,511.45265,267.26985,265.25425,483.45775
Cer_AS(d20:1/36:0)-H,860.84405,842.83345,828.81785,812.82285,324.29135,308.29645,551.54145,550.55745,296.29645,533.53085,267.26985,265.25425,505.53595
Cer_AS(d20:1/36:1)-H,858.82835,840.81785,826.80215,810.80725,324.29135,308.29645,549.52575,548.54175,296.29645,531.51515,267.26985,265.25425,503.52025
Cer_AS(d20:1/36:2)-H,856.81275,838.80215,824.78645,808.79165,324.29135,308.29645,547.51015,546.52615,296.29645,529.49955,267.26985,265.25425,501.50465
Cer_AS(d20:1/36:3)-H,854.79715,836.78645,822.77085,806.77595,324.29135,308.29645,545.49455,544.51045,296.29645,527.48385,267.26985,265.25425,499.48895
Cer_AS(d20:1/36:4)-H,852.78145,834.77085,820.75525,804.76035,324.29135,308.29645,543.47885,542.49485,296.29645,525.46825,267.26985,265.25425,497.47335
Cer_AS(d21:1/14:0)-H,566.51535,548.50485,534.48915,518.49425,338.30705,322.31215,243.19715,242.21315,310.31215,225.18655,281.28555,279.26985,197.19165
Cer_AS(d21:1/14:1)-H,564.49975,546.48915,532.47355,516.47855,338.30705,322.31215,241.18145,240.19745,310.31215,223.17095,281.28555,279.26985,195.17595
Cer_AS(d21:1/14:2)-H,562.48405,544.47355,530.45785,514.46295,338.30705,322.31215,239.16585,238.18185,310.31215,221.15525,281.28555,279.26985,193.16035
Cer_AS(d21:1/14:3)-H,560.46845,542.45785,528.44225,512.44735,338.30705,322.31215,237.15015,236.16615,310.31215,219.13965,281.28555,279.26985,191.14465
Cer_AS(d21:1/15:0)-H,580.53105,562.52045,548.50485,532.50985,338.30705,322.31215,257.21275,256.22875,310.31215,239.20225,281.28555,279.26985,211.20725
Cer_AS(d21:1/15:1)-H,578.51535,560.50485,546.48915,530.49425,338.30705,322.31215,255.19715,254.21315,310.31215,237.18655,281.28555,279.26985,209.19165
Cer_AS(d21:1/15:2)-H,576.49975,558.48915,544.47355,528.47855,338.30705,322.31215,253.18145,252.19745,310.31215,235.17095,281.28555,279.26985,207.17595
Cer_AS(d21:1/15:3)-H,574.48405,556.47355,542.45785,526.46295,338.30705,322.31215,251.16585,250.18185,310.31215,233.15525,281.28555,279.26985,205.16035
Cer_AS(d21:1/16:0)-H,594.54665,576.53615,562.52045,546.52555,338.30705,322.31215,271.22845,270.24445,310.31215,253.21785,281.28555,279.26985,225.22295
Cer_AS(d21:1/16:1)-H,592.53105,574.52045,560.50485,544.50985,338.30705,322.31215,269.21275,268.22875,310.31215,251.20225,281.28555,279.26985,223.20725
Cer_AS(d21:1/16:2)-H,590.51535,572.50485,558.48915,542.49425,338.30705,322.31215,267.19715,266.21315,310.31215,249.18655,281.28555,279.26985,221.19165
Cer_AS(d21:1/16:3)-H,588.49975,570.48915,556.47355,540.47855,338.30705,322.31215,265.18145,264.19745,310.31215,247.17095,281.28555,279.26985,219.17595
Cer_AS(d21:1/16:4)-H,586.48405,568.47355,554.45785,538.46295,338.30705,322.31215,263.16585,262.18185,310.31215,245.15525,281.28555,279.26985,217.16035
Cer_AS(d21:1/17:0)-H,608.56235,590.55175,576.53615,560.54115,338.30705,322.31215,285.24405,284.26005,310.31215,267.23355,281.28555,279.26985,239.23855
Cer_AS(d21:1/17:1)-H,606.54665,588.53615,574.52045,558.52555,338.30705,322.31215,283.22845,282.24445,310.31215,265.21785,281.28555,279.26985,237.22295
Cer_AS(d21:1/17:2)-H,604.53105,586.52045,572.50485,556.50985,338.30705,322.31215,281.21275,280.22875,310.31215,263.20225,281.28555,279.26985,235.20725
Cer_AS(d21:1/17:3)-H,602.51535,584.50485,570.48915,554.49425,338.30705,322.31215,279.19715,278.21315,310.31215,261.18655,281.28555,279.26985,233.19165
Cer_AS(d21:1/18:0)-H,622.57805,604.56745,590.55175,574.55685,338.30705,322.31215,299.25975,298.27565,310.31215,281.24915,281.28555,279.26985,253.25425
Cer_AS(d21:1/18:1)-H,620.56235,602.55175,588.53615,572.54115,338.30705,322.31215,297.24405,296.26005,310.31215,279.23355,281.28555,279.26985,251.23855
Cer_AS(d21:1/18:2)-H,618.54665,600.53615,586.52045,570.52555,338.30705,322.31215,295.22845,294.24445,310.31215,277.21785,281.28555,279.26985,249.22295
Cer_AS(d21:1/18:3)-H,616.53105,598.52045,584.50485,568.50985,338.30705,322.31215,293.21275,292.22875,310.31215,275.20225,281.28555,279.26985,247.20725
Cer_AS(d21:1/18:4)-H,614.51535,596.50485,582.48915,566.49425,338.30705,322.31215,291.19715,290.21315,310.31215,273.18655,281.28555,279.26985,245.19165
Cer_AS(d21:1/19:0)-H,636.59365,618.58305,604.56745,588.57255,338.30705,322.31215,313.27535,312.29135,310.31215,295.26485,281.28555,279.26985,267.26985
Cer_AS(d21:1/19:1)-H,634.57805,616.56745,602.55175,586.55685,338.30705,322.31215,311.25975,310.27565,310.31215,293.24915,281.28555,279.26985,265.25425
Cer_AS(d21:1/19:2)-H,632.56235,614.55175,600.53615,584.54115,338.30705,322.31215,309.24405,308.26005,310.31215,291.23355,281.28555,279.26985,263.23855
Cer_AS(d21:1/19:3)-H,630.54665,612.53615,598.52045,582.52555,338.30705,322.31215,307.22845,306.24445,310.31215,289.21785,281.28555,279.26985,261.22295
Cer_AS(d21:1/19:4)-H,628.53105,610.52045,596.50485,580.50985,338.30705,322.31215,305.21275,304.22875,310.31215,287.20225,281.28555,279.26985,259.20725
Cer_AS(d21:1/20:0)-H,650.60935,632.59865,618.58305,602.58815,338.30705,322.31215,327.29105,326.30705,310.31215,309.28045,281.28555,279.26985,281.28555
Cer_AS(d21:1/20:1)-H,648.59365,630.58305,616.56745,600.57255,338.30705,322.31215,325.27535,324.29135,310.31215,307.26485,281.28555,279.26985,279.26985
Cer_AS(d21:1/20:2)-H,646.57805,628.56745,614.55175,598.55685,338.30705,322.31215,323.25975,322.27565,310.31215,305.24915,281.28555,279.26985,277.25425
Cer_AS(d21:1/20:3)-H,644.56235,626.55175,612.53615,596.54115,338.30705,322.31215,321.24405,320.26005,310.31215,303.23355,281.28555,279.26985,275.23855
Cer_AS(d21:1/20:4)-H,642.54665,624.53615,610.52045,594.52555,338.30705,322.31215,319.22845,318.24445,310.31215,301.21785,281.28555,279.26985,273.22295
Cer_AS(d21:1/21:0)-H,664.62495,646.61435,632.59865,616.60385,338.30705,322.31215,341.30665,340.32265,310.31215,323.29615,281.28555,279.26985,295.30115
Cer_AS(d21:1/21:1)-H,662.60935,644.59865,630.58305,614.58815,338.30705,322.31215,339.29105,338.30705,310.31215,321.28045,281.28555,279.26985,293.28555
Cer_AS(d21:1/21:2)-H,660.59365,642.58305,628.56745,612.57255,338.30705,322.31215,337.27535,336.29135,310.31215,319.26485,281.28555,279.26985,291.26985
Cer_AS(d21:1/21:3)-H,658.57805,640.56745,626.55175,610.55685,338.30705,322.31215,335.25975,334.27565,310.31215,317.24915,281.28555,279.26985,289.25425
Cer_AS(d21:1/21:4)-H,656.56235,638.55175,624.53615,608.54115,338.30705,322.31215,333.24405,332.26005,310.31215,315.23355,281.28555,279.26985,287.23855
Cer_AS(d21:1/22:0)-H,678.64055,660.63005,646.61435,630.61945,338.30705,322.31215,355.32235,354.33835,310.31215,337.31175,281.28555,279.26985,309.31685
Cer_AS(d21:1/22:1)-H,676.62495,658.61435,644.59865,628.60385,338.30705,322.31215,353.30665,352.32265,310.31215,335.29615,281.28555,279.26985,307.30115
Cer_AS(d21:1/22:2)-H,674.60935,656.59865,642.58305,626.58815,338.30705,322.31215,351.29105,350.30705,310.31215,333.28045,281.28555,279.26985,305.28555
Cer_AS(d21:1/22:3)-H,672.59365,654.58305,640.56745,624.57255,338.30705,322.31215,349.27535,348.29135,310.31215,331.26485,281.28555,279.26985,303.26985
Cer_AS(d21:1/22:4)-H,670.57805,652.56745,638.55175,622.55685,338.30705,322.31215,347.25975,346.27565,310.31215,329.24915,281.28555,279.26985,301.25425
Cer_AS(d21:1/23:0)-H,692.65625,674.64565,660.63005,644.63505,338.30705,322.31215,369.33795,368.35395,310.31215,351.32745,281.28555,279.26985,323.33245
Cer_AS(d21:1/23:1)-H,690.64055,672.63005,658.61435,642.61945,338.30705,322.31215,367.32235,366.33835,310.31215,349.31175,281.28555,279.26985,321.31685
Cer_AS(d21:1/23:2)-H,688.62495,670.61435,656.59865,640.60385,338.30705,322.31215,365.30665,364.32265,310.31215,347.29615,281.28555,279.26985,319.30115
Cer_AS(d21:1/23:3)-H,686.60935,668.59865,654.58305,638.58815,338.30705,322.31215,363.29105,362.30705,310.31215,345.28045,281.28555,279.26985,317.28555
Cer_AS(d21:1/23:4)-H,684.59365,666.58305,652.56745,636.57255,338.30705,322.31215,361.27535,360.29135,310.31215,343.26485,281.28555,279.26985,315.26985
Cer_AS(d21:1/24:0)-H,706.67185,688.66135,674.64565,658.65075,338.30705,322.31215,383.35365,382.36955,310.31215,365.34305,281.28555,279.26985,337.34815
Cer_AS(d21:1/24:1)-H,704.65625,686.64565,672.63005,656.63505,338.30705,322.31215,381.33795,380.35395,310.31215,363.32745,281.28555,279.26985,335.33245
Cer_AS(d21:1/24:2)-H,702.64055,684.63005,670.61435,654.61945,338.30705,322.31215,379.32235,378.33835,310.31215,361.31175,281.28555,279.26985,333.31685
Cer_AS(d21:1/24:3)-H,700.62495,682.61435,668.59865,652.60385,338.30705,322.31215,377.30665,376.32265,310.31215,359.29615,281.28555,279.26985,331.30115
Cer_AS(d21:1/24:4)-H,698.60935,680.59865,666.58305,650.58815,338.30705,322.31215,375.29105,374.30705,310.31215,357.28045,281.28555,279.26985,329.28555
Cer_AS(d21:1/25:0)-H,720.68755,702.67695,688.66135,672.66635,338.30705,322.31215,397.36925,396.38525,310.31215,379.35875,281.28555,279.26985,351.36385
Cer_AS(d21:1/25:1)-H,718.67185,700.66135,686.64565,670.65075,338.30705,322.31215,395.35365,394.36955,310.31215,377.34305,281.28555,279.26985,349.34815
Cer_AS(d21:1/25:2)-H,716.65625,698.64565,684.63005,668.63505,338.30705,322.31215,393.33795,392.35395,310.31215,375.32745,281.28555,279.26985,347.33245
Cer_AS(d21:1/25:3)-H,714.64055,696.63005,682.61435,666.61945,338.30705,322.31215,391.32235,390.33835,310.31215,373.31175,281.28555,279.26985,345.31685
Cer_AS(d21:1/25:4)-H,712.62495,694.61435,680.59865,664.60385,338.30705,322.31215,389.30665,388.32265,310.31215,371.29615,281.28555,279.26985,343.30115
Cer_AS(d21:1/26:0)-H,734.70315,716.69265,702.67695,686.68205,338.30705,322.31215,411.38495,410.40095,310.31215,393.37435,281.28555,279.26985,365.37945
Cer_AS(d21:1/26:1)-H,732.68755,714.67695,700.66135,684.66635,338.30705,322.31215,409.36925,408.38525,310.31215,391.35875,281.28555,279.26985,363.36385
Cer_AS(d21:1/26:2)-H,730.67185,712.66135,698.64565,682.65075,338.30705,322.31215,407.35365,406.36955,310.31215,389.34305,281.28555,279.26985,361.34815
Cer_AS(d21:1/26:3)-H,728.65625,710.64565,696.63005,680.63505,338.30705,322.31215,405.33795,404.35395,310.31215,387.32745,281.28555,279.26985,359.33245
Cer_AS(d21:1/26:4)-H,726.64055,708.63005,694.61435,678.61945,338.30705,322.31215,403.32235,402.33835,310.31215,385.31175,281.28555,279.26985,357.31685
Cer_AS(d21:1/27:0)-H,748.71885,730.70825,716.69265,700.69765,338.30705,322.31215,425.40055,424.41655,310.31215,407.39005,281.28555,279.26985,379.39505
Cer_AS(d21:1/27:1)-H,746.70315,728.69265,714.67695,698.68205,338.30705,322.31215,423.38495,422.40095,310.31215,405.37435,281.28555,279.26985,377.37945
Cer_AS(d21:1/27:2)-H,744.68755,726.67695,712.66135,696.66635,338.30705,322.31215,421.36925,420.38525,310.31215,403.35875,281.28555,279.26985,375.36385
Cer_AS(d21:1/27:3)-H,742.67185,724.66135,710.64565,694.65075,338.30705,322.31215,419.35365,418.36955,310.31215,401.34305,281.28555,279.26985,373.34815
Cer_AS(d21:1/27:4)-H,740.65625,722.64565,708.63005,692.63505,338.30705,322.31215,417.33795,416.35395,310.31215,399.32745,281.28555,279.26985,371.33245
Cer_AS(d21:1/28:0)-H,762.73445,744.72395,730.70825,714.71335,338.30705,322.31215,439.41625,438.43225,310.31215,421.40565,281.28555,279.26985,393.41075
Cer_AS(d21:1/28:1)-H,760.71885,742.70825,728.69265,712.69765,338.30705,322.31215,437.40055,436.41655,310.31215,419.39005,281.28555,279.26985,391.39505
Cer_AS(d21:1/28:2)-H,758.70315,740.69265,726.67695,710.68205,338.30705,322.31215,435.38495,434.40095,310.31215,417.37435,281.28555,279.26985,389.37945
Cer_AS(d21:1/28:3)-H,756.68755,738.67695,724.66135,708.66635,338.30705,322.31215,433.36925,432.38525,310.31215,415.35875,281.28555,279.26985,387.36385
Cer_AS(d21:1/28:4)-H,754.67185,736.66135,722.64565,706.65075,338.30705,322.31215,431.35365,430.36955,310.31215,413.34305,281.28555,279.26985,385.34815
Cer_AS(d21:1/29:0)-H,776.75015,758.73955,744.72395,728.72905,338.30705,322.31215,453.43185,452.44785,310.31215,435.42125,281.28555,279.26985,407.42635
Cer_AS(d21:1/29:1)-H,774.73445,756.72395,742.70825,726.71335,338.30705,322.31215,451.41625,450.43225,310.31215,433.40565,281.28555,279.26985,405.41075
Cer_AS(d21:1/29:2)-H,772.71885,754.70825,740.69265,724.69765,338.30705,322.31215,449.40055,448.41655,310.31215,431.39005,281.28555,279.26985,403.39505
Cer_AS(d21:1/29:3)-H,770.70315,752.69265,738.67695,722.68205,338.30705,322.31215,447.38495,446.40095,310.31215,429.37435,281.28555,279.26985,401.37945
Cer_AS(d21:1/29:4)-H,768.68755,750.67695,736.66135,720.66635,338.30705,322.31215,445.36925,444.38525,310.31215,427.35875,281.28555,279.26985,399.36385
Cer_AS(d21:1/30:0)-H,790.76585,772.75525,758.73955,742.74465,338.30705,322.31215,467.44755,466.46355,310.31215,449.43695,281.28555,279.26985,421.44205
Cer_AS(d21:1/30:1)-H,788.75015,770.73955,756.72395,740.72905,338.30705,322.31215,465.43185,464.44785,310.31215,447.42125,281.28555,279.26985,419.42635
Cer_AS(d21:1/30:2)-H,786.73445,768.72395,754.70825,738.71335,338.30705,322.31215,463.41625,462.43225,310.31215,445.40565,281.28555,279.26985,417.41075
Cer_AS(d21:1/30:3)-H,784.71885,766.70825,752.69265,736.69765,338.30705,322.31215,461.40055,460.41655,310.31215,443.39005,281.28555,279.26985,415.39505
Cer_AS(d21:1/30:4)-H,782.70315,764.69265,750.67695,734.68205,338.30705,322.31215,459.38495,458.40095,310.31215,441.37435,281.28555,279.26985,413.37945
Cer_AS(d21:1/31:0)-H,804.78145,786.77085,772.75525,756.76035,338.30705,322.31215,481.46315,480.47915,310.31215,463.45265,281.28555,279.26985,435.45775
Cer_AS(d21:1/31:1)-H,802.76585,784.75525,770.73955,754.74465,338.30705,322.31215,479.44755,478.46355,310.31215,461.43695,281.28555,279.26985,433.44205
Cer_AS(d21:1/31:2)-H,800.75015,782.73955,768.72395,752.72905,338.30705,322.31215,477.43185,476.44785,310.31215,459.42125,281.28555,279.26985,431.42635
Cer_AS(d21:1/31:3)-H,798.73445,780.72395,766.70825,750.71335,338.30705,322.31215,475.41625,474.43225,310.31215,457.40565,281.28555,279.26985,429.41075
Cer_AS(d21:1/31:4)-H,796.71885,778.70825,764.69265,748.69765,338.30705,322.31215,473.40055,472.41655,310.31215,455.39005,281.28555,279.26985,427.39505
Cer_AS(d21:1/32:0)-H,818.79715,800.78645,786.77085,770.77595,338.30705,322.31215,495.47885,494.49485,310.31215,477.46825,281.28555,279.26985,449.47335
Cer_AS(d21:1/32:1)-H,816.78145,798.77085,784.75525,768.76035,338.30705,322.31215,493.46315,492.47915,310.31215,475.45265,281.28555,279.26985,447.45775
Cer_AS(d21:1/32:2)-H,814.76585,796.75525,782.73955,766.74465,338.30705,322.31215,491.44755,490.46355,310.31215,473.43695,281.28555,279.26985,445.44205
Cer_AS(d21:1/32:3)-H,812.75015,794.73955,780.72395,764.72905,338.30705,322.31215,489.43185,488.44785,310.31215,471.42125,281.28555,279.26985,443.42635
Cer_AS(d21:1/32:4)-H,810.73445,792.72395,778.70825,762.71335,338.30705,322.31215,487.41625,486.43225,310.31215,469.40565,281.28555,279.26985,441.41075
Cer_AS(d21:1/33:0)-H,832.81275,814.80215,800.78645,784.79165,338.30705,322.31215,509.49445,508.51045,310.31215,491.48395,281.28555,279.26985,463.48895
Cer_AS(d21:1/33:1)-H,830.79715,812.78645,798.77085,782.77595,338.30705,322.31215,507.47885,506.49485,310.31215,489.46825,281.28555,279.26985,461.47335
Cer_AS(d21:1/33:2)-H,828.78145,810.77085,796.75525,780.76035,338.30705,322.31215,505.46315,504.47915,310.31215,487.45265,281.28555,279.26985,459.45775
Cer_AS(d21:1/33:3)-H,826.76585,808.75525,794.73955,778.74465,338.30705,322.31215,503.44755,502.46355,310.31215,485.43695,281.28555,279.26985,457.44205
Cer_AS(d21:1/33:4)-H,824.75015,806.73955,792.72395,776.72905,338.30705,322.31215,501.43185,500.44785,310.31215,483.42125,281.28555,279.26985,455.42635
Cer_AS(d21:1/34:0)-H,846.82835,828.81785,814.80215,798.80725,338.30705,322.31215,523.51015,522.52615,310.31215,505.49955,281.28555,279.26985,477.50465
Cer_AS(d21:1/34:1)-H,844.81275,826.80215,812.78645,796.79165,338.30705,322.31215,521.49455,520.51045,310.31215,503.48395,281.28555,279.26985,475.48895
Cer_AS(d21:1/34:2)-H,842.79715,824.78645,810.77085,794.77595,338.30705,322.31215,519.47885,518.49485,310.31215,501.46825,281.28555,279.26985,473.47335
Cer_AS(d21:1/34:3)-H,840.78145,822.77085,808.75525,792.76035,338.30705,322.31215,517.46315,516.47915,310.31215,499.45265,281.28555,279.26985,471.45775
Cer_AS(d21:1/34:4)-H,838.76585,820.75525,806.73955,790.74465,338.30705,322.31215,515.44755,514.46355,310.31215,497.43695,281.28555,279.26985,469.44205
Cer_AS(d21:1/35:0)-H,860.84405,842.83345,828.81785,812.82285,338.30705,322.31215,537.52575,536.54175,310.31215,519.51515,281.28555,279.26985,491.52025
Cer_AS(d21:1/35:1)-H,858.82835,840.81785,826.80215,810.80725,338.30705,322.31215,535.51015,534.52615,310.31215,517.49955,281.28555,279.26985,489.50465
Cer_AS(d21:1/35:2)-H,856.81275,838.80215,824.78645,808.79165,338.30705,322.31215,533.49455,532.51045,310.31215,515.48385,281.28555,279.26985,487.48895
Cer_AS(d21:1/35:3)-H,854.79715,836.78645,822.77085,806.77595,338.30705,322.31215,531.47885,530.49485,310.31215,513.46825,281.28555,279.26985,485.47335
Cer_AS(d21:1/35:4)-H,852.78145,834.77085,820.75525,804.76035,338.30705,322.31215,529.46315,528.47915,310.31215,511.45265,281.28555,279.26985,483.45775
Cer_AS(d21:1/36:0)-H,874.85965,856.84915,842.83345,826.83855,338.30705,322.31215,551.54145,550.55745,310.31215,533.53085,281.28555,279.26985,505.53595
Cer_AS(d21:1/36:1)-H,872.84405,854.83345,840.81785,824.82285,338.30705,322.31215,549.52575,548.54175,310.31215,531.51515,281.28555,279.26985,503.52025
Cer_AS(d21:1/36:2)-H,870.82835,852.81785,838.80215,822.80725,338.30705,322.31215,547.51015,546.52615,310.31215,529.49955,281.28555,279.26985,501.50465
Cer_AS(d21:1/36:3)-H,868.81275,850.80215,836.78645,820.79165,338.30705,322.31215,545.49455,544.51045,310.31215,527.48385,281.28555,279.26985,499.48895
Cer_AS(d21:1/36:4)-H,866.79715,848.78645,834.77085,818.77595,338.30705,322.31215,543.47885,542.49485,310.31215,525.46825,281.28555,279.26985,497.47335
Cer_AS(d22:1/14:0)-H,580.53105,562.52045,548.50485,532.50985,352.32265,336.32775,243.19715,242.21315,324.32775,225.18655,295.30115,293.28555,197.19165
Cer_AS(d22:1/14:1)-H,578.51535,560.50485,546.48915,530.49425,352.32265,336.32775,241.18145,240.19745,324.32775,223.17095,295.30115,293.28555,195.17595
Cer_AS(d22:1/14:2)-H,576.49975,558.48915,544.47355,528.47855,352.32265,336.32775,239.16585,238.18185,324.32775,221.15525,295.30115,293.28555,193.16035
