Cer_ADS,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_ADS(d20:0/26:2)-H,718.67185,700.66135,686.64565,670.65075,328.32265,432.38475,310.31215,414.37415,296.29645,389.34305,267.26985,361.34815
Cer_ADS(d20:0/26:3)-H,716.65625,698.64565,684.63005,668.63505,328.32265,430.36905,310.31215,412.35845,296.29645,387.32745,267.26985,359.33245
Cer_ADS(d20:0/26:4)-H,714.64055,696.63005,682.61435,666.61945,328.32265,428.35345,310.31215,410.34285,296.29645,385.31175,267.26985,357.31685
Cer_ADS(d20:0/27:0)-H,736.71885,718.70825,704.69265,688.69765,328.32265,450.43165,310.31215,432.42115,296.29645,407.39005,267.26985,379.39505
Cer_ADS(d20:0/27:1)-H,734.70315,716.69265,702.67695,686.68205,328.32265,448.41605,310.31215,430.40545,296.29645,405.37435,267.26985,377.37945
Cer_ADS(d20:0/27:2)-H,732.68755,714.67695,700.66135,684.66635,328.32265,446.40035,310.31215,428.38985,296.29645,403.35875,267.26985,375.36385
Cer_ADS(d20:0/27:3)-H,730.67185,712.66135,698.64565,682.65075,328.32265,444.38475,310.31215,426.37415,296.29645,401.34305,267.26985,373.34815
Cer_ADS(d20:0/27:4)-H,728.65625,710.64565,696.63005,680.63505,328.32265,442.36905,310.31215,424.35845,296.29645,399.32745,267.26985,371.33245
Cer_ADS(d20:0/28:0)-H,750.73445,732.72395,718.70825,702.71335,328.32265,464.44735,310.31215,446.43675,296.29645,421.40565,267.26985,393.41075
Cer_ADS(d20:0/28:1)-H,748.71885,730.70825,716.69265,700.69765,328.32265,462.43165,310.31215,444.42115,296.29645,419.39005,267.26985,391.39505
Cer_ADS(d20:0/28:2)-H,746.70315,728.69265,714.67695,698.68205,328.32265,460.41605,310.31215,442.40545,296.29645,417.37435,267.26985,389.37945
Cer_ADS(d20:0/28:3)-H,744.68755,726.67695,712.66135,696.66635,328.32265,458.40035,310.31215,440.38985,296.29645,415.35875,267.26985,387.36385
Cer_ADS(d20:0/28:4)-H,742.67185,724.66135,710.64565,694.65075,328.32265,456.38475,310.31215,438.37415,296.29645,413.34305,267.26985,385.34815
Cer_ADS(d20:0/29:0)-H,764.75015,746.73955,732.72395,716.72905,328.32265,478.46295,310.31215,460.45235,296.29645,435.42125,267.26985,407.42635
Cer_ADS(d20:0/29:1)-H,762.73445,744.72395,730.70825,714.71335,328.32265,476.44735,310.31215,458.43675,296.29645,433.40565,267.26985,405.41075
Cer_ADS(d20:0/29:2)-H,760.71885,742.70825,728.69265,712.69765,328.32265,474.43165,310.31215,456.42115,296.29645,431.39005,267.26985,403.39505
Cer_ADS(d20:0/29:3)-H,758.70315,740.69265,726.67695,710.68205,328.32265,472.41605,310.31215,454.40545,296.29645,429.37435,267.26985,401.37945
Cer_ADS(d20:0/29:4)-H,756.68755,738.67695,724.66135,708.66635,328.32265,470.40035,310.31215,452.38985,296.29645,427.35875,267.26985,399.36385
Cer_ADS(d20:0/30:0)-H,778.76585,760.75525,746.73955,730.74465,328.32265,492.47865,310.31215,474.46805,296.29645,449.43695,267.26985,421.44205
Cer_ADS(d20:0/30:1)-H,776.75015,758.73955,744.72395,728.72905,328.32265,490.46295,310.31215,472.45235,296.29645,447.42125,267.26985,419.42635
Cer_ADS(d20:0/30:2)-H,774.73445,756.72395,742.70825,726.71335,328.32265,488.44735,310.31215,470.43675,296.29645,445.40565,267.26985,417.41075
Cer_ADS(d20:0/30:3)-H,772.71885,754.70825,740.69265,724.69765,328.32265,486.43165,310.31215,468.42115,296.29645,443.39005,267.26985,415.39505
Cer_ADS(d20:0/30:4)-H,770.70315,752.69265,738.67695,722.68205,328.32265,484.41605,310.31215,466.40545,296.29645,441.37435,267.26985,413.37945
Cer_ADS(d20:0/31:0)-H,792.78145,774.77085,760.75525,744.76035,328.32265,506.49425,310.31215,488.48375,296.29645,463.45265,267.26985,435.45775
Cer_ADS(d20:0/31:1)-H,790.76585,772.75525,758.73955,742.74465,328.32265,504.47865,310.31215,486.46805,296.29645,461.43695,267.26985,433.44205
Cer_ADS(d20:0/31:2)-H,788.75015,770.73955,756.72395,740.72905,328.32265,502.46295,310.31215,484.45235,296.29645,459.42125,267.26985,431.42635
Cer_ADS(d20:0/31:3)-H,786.73445,768.72395,754.70825,738.71335,328.32265,500.44735,310.31215,482.43675,296.29645,457.40565,267.26985,429.41075
Cer_ADS(d20:0/31:4)-H,784.71885,766.70825,752.69265,736.69765,328.32265,498.43165,310.31215,480.42115,296.29645,455.39005,267.26985,427.39505
Cer_ADS(d20:0/32:0)-H,806.79715,788.78645,774.77085,758.77595,328.32265,520.50995,310.31215,502.49935,296.29645,477.46825,267.26985,449.47335
Cer_ADS(d20:0/32:1)-H,804.78145,786.77085,772.75525,756.76035,328.32265,518.49425,310.31215,500.48375,296.29645,475.45265,267.26985,447.45775
Cer_ADS(d20:0/32:2)-H,802.76585,784.75525,770.73955,754.74465,328.32265,516.47865,310.31215,498.46805,296.29645,473.43695,267.26985,445.44205
Cer_ADS(d20:0/32:3)-H,800.75015,782.73955,768.72395,752.72905,328.32265,514.46295,310.31215,496.45235,296.29645,471.42125,267.26985,443.42635
Cer_ADS(d20:0/32:4)-H,798.73445,780.72395,766.70825,750.71335,328.32265,512.44735,310.31215,494.43675,296.29645,469.40565,267.26985,441.41075
Cer_ADS(d20:0/33:0)-H,820.81275,802.80215,788.78645,772.79165,328.32265,534.52555,310.31215,516.51505,296.29645,491.48395,267.26985,463.48895
Cer_ADS(d20:0/33:1)-H,818.79715,800.78645,786.77085,770.77595,328.32265,532.50995,310.31215,514.49935,296.29645,489.46825,267.26985,461.47335
Cer_ADS(d20:0/33:2)-H,816.78145,798.77085,784.75525,768.76035,328.32265,530.49425,310.31215,512.48375,296.29645,487.45265,267.26985,459.45775
Cer_ADS(d20:0/33:3)-H,814.76585,796.75525,782.73955,766.74465,328.32265,528.47865,310.31215,510.46805,296.29645,485.43695,267.26985,457.44205
Cer_ADS(d20:0/33:4)-H,812.75015,794.73955,780.72395,764.72905,328.32265,526.46295,310.31215,508.45235,296.29645,483.42125,267.26985,455.42635
Cer_ADS(d20:0/34:0)-H,834.82835,816.81785,802.80215,786.80725,328.32265,548.54115,310.31215,530.53065,296.29645,505.49955,267.26985,477.50465
Cer_ADS(d20:0/34:1)-H,832.81275,814.80215,800.78645,784.79165,328.32265,546.52555,310.31215,528.51505,296.29645,503.48395,267.26985,475.48895
Cer_ADS(d20:0/34:2)-H,830.79715,812.78645,798.77085,782.77595,328.32265,544.50995,310.31215,526.49935,296.29645,501.46825,267.26985,473.47335
Cer_ADS(d20:0/34:3)-H,828.78145,810.77085,796.75525,780.76035,328.32265,542.49425,310.31215,524.48375,296.29645,499.45265,267.26985,471.45775
Cer_ADS(d20:0/34:4)-H,826.76585,808.75525,794.73955,778.74465,328.32265,540.47865,310.31215,522.46805,296.29645,497.43695,267.26985,469.44205
Cer_ADS(d20:0/35:0)-H,848.84405,830.83345,816.81785,800.82285,328.32265,562.55685,310.31215,544.54635,296.29645,519.51515,267.26985,491.52025
Cer_ADS(d20:0/35:1)-H,846.82835,828.81785,814.80215,798.80725,328.32265,560.54115,310.31215,542.53065,296.29645,517.49955,267.26985,489.50465
Cer_ADS(d20:0/35:2)-H,844.81275,826.80215,812.78645,796.79165,328.32265,558.52555,310.31215,540.51505,296.29645,515.48385,267.26985,487.48895
Cer_ADS(d20:0/35:3)-H,842.79715,824.78645,810.77085,794.77595,328.32265,556.50995,310.31215,538.49935,296.29645,513.46825,267.26985,485.47335
Cer_ADS(d20:0/35:4)-H,840.78145,822.77085,808.75525,792.76035,328.32265,554.49425,310.31215,536.48375,296.29645,511.45265,267.26985,483.45775
Cer_ADS(d20:0/36:0)-H,862.85965,844.84915,830.83345,814.83855,328.32265,576.57255,310.31215,558.56195,296.29645,533.53085,267.26985,505.53595
Cer_ADS(d20:0/36:1)-H,860.84405,842.83345,828.81785,812.82285,328.32265,574.55685,310.31215,556.54635,296.29645,531.51515,267.26985,503.52025
Cer_ADS(d20:0/36:2)-H,858.82835,840.81785,826.80215,810.80725,328.32265,572.54115,310.31215,554.53065,296.29645,529.49955,267.26985,501.50465
Cer_ADS(d20:0/36:3)-H,856.81275,838.80215,824.78645,808.79165,328.32265,570.52555,310.31215,552.51505,296.29645,527.48385,267.26985,499.48895
Cer_ADS(d20:0/36:4)-H,854.79715,836.78645,822.77085,806.77595,328.32265,568.50995,310.31215,550.49935,296.29645,525.46825,267.26985,497.47335
Cer_ADS(d21:0/14:0)-H,568.53105,550.52045,536.50485,520.50985,342.33835,268.22825,324.32775,250.21765,310.31215,225.18655,281.28555,197.19165
Cer_ADS(d21:0/14:1)-H,566.51535,548.50485,534.48915,518.49425,342.33835,266.21255,324.32775,248.20195,310.31215,223.17095,281.28555,195.17595
Cer_ADS(d21:0/14:2)-H,564.49975,546.48915,532.47355,516.47855,342.33835,264.19695,324.32775,246.18635,310.31215,221.15525,281.28555,193.16035
Cer_ADS(d21:0/14:3)-H,562.48405,544.47355,530.45785,514.46295,342.33835,262.18125,324.32775,244.17075,310.31215,219.13965,281.28555,191.14465
Cer_ADS(d21:0/15:0)-H,582.54665,564.53615,550.52045,534.52555,342.33835,282.24385,324.32775,264.23335,310.31215,239.20225,281.28555,211.20725
Cer_ADS(d21:0/15:1)-H,580.53105,562.52045,548.50485,532.50985,342.33835,280.22825,324.32775,262.21765,310.31215,237.18655,281.28555,209.19165
Cer_ADS(d21:0/15:2)-H,578.51535,560.50485,546.48915,530.49425,342.33835,278.21255,324.32775,260.20195,310.31215,235.17095,281.28555,207.17595
Cer_ADS(d21:0/15:3)-H,576.49975,558.48915,544.47355,528.47855,342.33835,276.19695,324.32775,258.18635,310.31215,233.15525,281.28555,205.16035
Cer_ADS(d21:0/16:0)-H,596.56235,578.55175,564.53615,548.54115,342.33835,296.25955,324.32775,278.24895,310.31215,253.21785,281.28555,225.22295
Cer_ADS(d21:0/16:1)-H,594.54665,576.53615,562.52045,546.52555,342.33835,294.24385,324.32775,276.23335,310.31215,251.20225,281.28555,223.20725
Cer_ADS(d21:0/16:2)-H,592.53105,574.52045,560.50485,544.50985,342.33835,292.22825,324.32775,274.21765,310.31215,249.18655,281.28555,221.19165
Cer_ADS(d21:0/16:3)-H,590.51535,572.50485,558.48915,542.49425,342.33835,290.21255,324.32775,272.20195,310.31215,247.17095,281.28555,219.17595
Cer_ADS(d21:0/16:4)-H,588.49975,570.48915,556.47355,540.47855,342.33835,288.19695,324.32775,270.18635,310.31215,245.15525,281.28555,217.16035
Cer_ADS(d21:0/17:0)-H,610.57805,592.56745,578.55175,562.55685,342.33835,310.27515,324.32775,292.26455,310.31215,267.23355,281.28555,239.23855
Cer_ADS(d21:0/17:1)-H,608.56235,590.55175,576.53615,560.54115,342.33835,308.25955,324.32775,290.24895,310.31215,265.21785,281.28555,237.22295
Cer_ADS(d21:0/17:2)-H,606.54665,588.53615,574.52045,558.52555,342.33835,306.24385,324.32775,288.23335,310.31215,263.20225,281.28555,235.20725
Cer_ADS(d21:0/17:3)-H,604.53105,586.52045,572.50485,556.50985,342.33835,304.22825,324.32775,286.21765,310.31215,261.18655,281.28555,233.19165
Cer_ADS(d21:0/18:0)-H,624.59365,606.58305,592.56745,576.57255,342.33835,324.29085,324.32775,306.28025,310.31215,281.24915,281.28555,253.25425
Cer_ADS(d21:0/18:1)-H,622.57805,604.56745,590.55175,574.55685,342.33835,322.27515,324.32775,304.26455,310.31215,279.23355,281.28555,251.23855
Cer_ADS(d21:0/18:2)-H,620.56235,602.55175,588.53615,572.54115,342.33835,320.25955,324.32775,302.24895,310.31215,277.21785,281.28555,249.22295
Cer_ADS(d21:0/18:3)-H,618.54665,600.53615,586.52045,570.52555,342.33835,318.24385,324.32775,300.23335,310.31215,275.20225,281.28555,247.20725
Cer_ADS(d21:0/18:4)-H,616.53105,598.52045,584.50485,568.50985,342.33835,316.22825,324.32775,298.21765,310.31215,273.18655,281.28555,245.19165
Cer_ADS(d21:0/19:0)-H,638.60935,620.59865,606.58305,590.58815,342.33835,338.30645,324.32775,320.29585,310.31215,295.26485,281.28555,267.26985
Cer_ADS(d21:0/19:1)-H,636.59365,618.58305,604.56745,588.57255,342.33835,336.29085,324.32775,318.28025,310.31215,293.24915,281.28555,265.25425
Cer_ADS(d21:0/19:2)-H,634.57805,616.56745,602.55175,586.55685,342.33835,334.27515,324.32775,316.26455,310.31215,291.23355,281.28555,263.23855
Cer_ADS(d21:0/19:3)-H,632.56235,614.55175,600.53615,584.54115,342.33835,332.25955,324.32775,314.24895,310.31215,289.21785,281.28555,261.22295
Cer_ADS(d21:0/19:4)-H,630.54665,612.53615,598.52045,582.52555,342.33835,330.24385,324.32775,312.23335,310.31215,287.20225,281.28555,259.20725
Cer_ADS(d21:0/20:0)-H,652.62495,634.61435,620.59865,604.60385,342.33835,352.32215,324.32775,334.31155,310.31215,309.28045,281.28555,281.28555
Cer_ADS(d21:0/20:1)-H,650.60935,632.59865,618.58305,602.58815,342.33835,350.30645,324.32775,332.29585,310.31215,307.26485,281.28555,279.26985
Cer_ADS(d21:0/20:2)-H,648.59365,630.58305,616.56745,600.57255,342.33835,348.29085,324.32775,330.28025,310.31215,305.24915,281.28555,277.25425
Cer_ADS(d21:0/20:3)-H,646.57805,628.56745,614.55175,598.55685,342.33835,346.27515,324.32775,328.26455,310.31215,303.23355,281.28555,275.23855
Cer_ADS(d21:0/20:4)-H,644.56235,626.55175,612.53615,596.54115,342.33835,344.25955,324.32775,326.24895,310.31215,301.21785,281.28555,273.22295
Cer_ADS(d21:0/21:0)-H,666.64055,648.63005,634.61435,618.61945,342.33835,366.33775,324.32775,348.32725,310.31215,323.29615,281.28555,295.30115
Cer_ADS(d21:0/21:1)-H,664.62495,646.61435,632.59865,616.60385,342.33835,364.32215,324.32775,346.31155,310.31215,321.28045,281.28555,293.28555
Cer_ADS(d21:0/21:2)-H,662.60935,644.59865,630.58305,614.58815,342.33835,362.30645,324.32775,344.29585,310.31215,319.26485,281.28555,291.26985
Cer_ADS(d21:0/21:3)-H,660.59365,642.58305,628.56745,612.57255,342.33835,360.29085,324.32775,342.28025,310.31215,317.24915,281.28555,289.25425
Cer_ADS(d21:0/21:4)-H,658.57805,640.56745,626.55175,610.55685,342.33835,358.27515,324.32775,340.26455,310.31215,315.23355,281.28555,287.23855
Cer_ADS(d21:0/22:0)-H,680.65625,662.64565,648.63005,632.63505,342.33835,380.35345,324.32775,362.34285,310.31215,337.31175,281.28555,309.31685
Cer_ADS(d21:0/22:1)-H,678.64055,660.63005,646.61435,630.61945,342.33835,378.33775,324.32775,360.32725,310.31215,335.29615,281.28555,307.30115
Cer_ADS(d21:0/22:2)-H,676.62495,658.61435,644.59865,628.60385,342.33835,376.32215,324.32775,358.31155,310.31215,333.28045,281.28555,305.28555
Cer_ADS(d21:0/22:3)-H,674.60935,656.59865,642.58305,626.58815,342.33835,374.30645,324.32775,356.29585,310.31215,331.26485,281.28555,303.26985
Cer_ADS(d21:0/22:4)-H,672.59365,654.58305,640.56745,624.57255,342.33835,372.29085,324.32775,354.28025,310.31215,329.24915,281.28555,301.25425
Cer_ADS(d21:0/23:0)-H,694.67185,676.66135,662.64565,646.65075,342.33835,394.36905,324.32775,376.35845,310.31215,351.32745,281.28555,323.33245
Cer_ADS(d21:0/23:1)-H,692.65625,674.64565,660.63005,644.63505,342.33835,392.35345,324.32775,374.34285,310.31215,349.31175,281.28555,321.31685
Cer_ADS(d21:0/23:2)-H,690.64055,672.63005,658.61435,642.61945,342.33835,390.33775,324.32775,372.32725,310.31215,347.29615,281.28555,319.30115
Cer_ADS(d21:0/23:3)-H,688.62495,670.61435,656.59865,640.60385,342.33835,388.32215,324.32775,370.31155,310.31215,345.28045,281.28555,317.28555
Cer_ADS(d21:0/23:4)-H,686.60935,668.59865,654.58305,638.58815,342.33835,386.30645,324.32775,368.29585,310.31215,343.26485,281.28555,315.26985
Cer_ADS(d21:0/24:0)-H,708.68755,690.67695,676.66135,660.66635,342.33835,408.38475,324.32775,390.37415,310.31215,365.34305,281.28555,337.34815
Cer_ADS(d21:0/24:1)-H,706.67185,688.66135,674.64565,658.65075,342.33835,406.36905,324.32775,388.35845,310.31215,363.32745,281.28555,335.33245
Cer_ADS(d21:0/24:2)-H,704.65625,686.64565,672.63005,656.63505,342.33835,404.35345,324.32775,386.34285,310.31215,361.31175,281.28555,333.31685
Cer_ADS(d21:0/24:3)-H,702.64055,684.63005,670.61435,654.61945,342.33835,402.33775,324.32775,384.32725,310.31215,359.29615,281.28555,331.30115
Cer_ADS(d21:0/24:4)-H,700.62495,682.61435,668.59865,652.60385,342.33835,400.32215,324.32775,382.31155,310.31215,357.28045,281.28555,329.28555
Cer_ADS(d21:0/25:0)-H,722.70315,704.69265,690.67695,674.68205,342.33835,422.40035,324.32775,404.38985,310.31215,379.35875,281.28555,351.36385
Cer_ADS(d21:0/25:1)-H,720.68755,702.67695,688.66135,672.66635,342.33835,420.38475,324.32775,402.37415,310.31215,377.34305,281.28555,349.34815
Cer_ADS(d21:0/25:2)-H,718.67185,700.66135,686.64565,670.65075,342.33835,418.36905,324.32775,400.35845,310.31215,375.32745,281.28555,347.33245
Cer_ADS(d21:0/25:3)-H,716.65625,698.64565,684.63005,668.63505,342.33835,416.35345,324.32775,398.34285,310.31215,373.31175,281.28555,345.31685
Cer_ADS(d21:0/25:4)-H,714.64055,696.63005,682.61435,666.61945,342.33835,414.33775,324.32775,396.32725,310.31215,371.29615,281.28555,343.30115
Cer_ADS(d21:0/26:0)-H,736.71885,718.70825,704.69265,688.69765,342.33835,436.41605,324.32775,418.40545,310.31215,393.37435,281.28555,365.37945
Cer_ADS(d21:0/26:1)-H,734.70315,716.69265,702.67695,686.68205,342.33835,434.40035,324.32775,416.38985,310.31215,391.35875,281.28555,363.36385
Cer_ADS(d21:0/26:2)-H,732.68755,714.67695,700.66135,684.66635,342.33835,432.38475,324.32775,414.37415,310.31215,389.34305,281.28555,361.34815
Cer_ADS(d21:0/26:3)-H,730.67185,712.66135,698.64565,682.65075,342.33835,430.36905,324.32775,412.35845,310.31215,387.32745,281.28555,359.33245
Cer_ADS(d21:0/26:4)-H,728.65625,710.64565,696.63005,680.63505,342.33835,428.35345,324.32775,410.34285,310.31215,385.31175,281.28555,357.31685
Cer_ADS(d21:0/27:0)-H,750.73445,732.72395,718.70825,702.71335,342.33835,450.43165,324.32775,432.42115,310.31215,407.39005,281.28555,379.39505
Cer_ADS(d21:0/27:1)-H,748.71885,730.70825,716.69265,700.69765,342.33835,448.41605,324.32775,430.40545,310.31215,405.37435,281.28555,377.37945
Cer_ADS(d21:0/27:2)-H,746.70315,728.69265,714.67695,698.68205,342.33835,446.40035,324.32775,428.38985,310.31215,403.35875,281.28555,375.36385
Cer_ADS(d21:0/27:3)-H,744.68755,726.67695,712.66135,696.66635,342.33835,444.38475,324.32775,426.37415,310.31215,401.34305,281.28555,373.34815
Cer_ADS(d21:0/27:4)-H,742.67185,724.66135,710.64565,694.65075,342.33835,442.36905,324.32775,424.35845,310.31215,399.32745,281.28555,371.33245
Cer_ADS(d21:0/28:0)-H,764.75015,746.73955,732.72395,716.72905,342.33835,464.44735,324.32775,446.43675,310.31215,421.40565,281.28555,393.41075
Cer_ADS(d21:0/28:1)-H,762.73445,744.72395,730.70825,714.71335,342.33835,462.43165,324.32775,444.42115,310.31215,419.39005,281.28555,391.39505
Cer_ADS(d21:0/28:2)-H,760.71885,742.70825,728.69265,712.69765,342.33835,460.41605,324.32775,442.40545,310.31215,417.37435,281.28555,389.37945
Cer_ADS(d21:0/28:3)-H,758.70315,740.69265,726.67695,710.68205,342.33835,458.40035,324.32775,440.38985,310.31215,415.35875,281.28555,387.36385
Cer_ADS(d21:0/28:4)-H,756.68755,738.67695,724.66135,708.66635,342.33835,456.38475,324.32775,438.37415,310.31215,413.34305,281.28555,385.34815
Cer_ADS(d21:0/29:0)-H,778.76585,760.75525,746.73955,730.74465,342.33835,478.46295,324.32775,460.45235,310.31215,435.42125,281.28555,407.42635
Cer_ADS(d21:0/29:1)-H,776.75015,758.73955,744.72395,728.72905,342.33835,476.44735,324.32775,458.43675,310.31215,433.40565,281.28555,405.41075
Cer_ADS(d21:0/29:2)-H,774.73445,756.72395,742.70825,726.71335,342.33835,474.43165,324.32775,456.42115,310.31215,431.39005,281.28555,403.39505
Cer_ADS(d21:0/29:3)-H,772.71885,754.70825,740.69265,724.69765,342.33835,472.41605,324.32775,454.40545,310.31215,429.37435,281.28555,401.37945
Cer_ADS(d21:0/29:4)-H,770.70315,752.69265,738.67695,722.68205,342.33835,470.40035,324.32775,452.38985,310.31215,427.35875,281.28555,399.36385
Cer_ADS(d21:0/30:0)-H,792.78145,774.77085,760.75525,744.76035,342.33835,492.47865,324.32775,474.46805,310.31215,449.43695,281.28555,421.44205
Cer_ADS(d21:0/30:1)-H,790.76585,772.75525,758.73955,742.74465,342.33835,490.46295,324.32775,472.45235,310.31215,447.42125,281.28555,419.42635
Cer_ADS(d21:0/30:2)-H,788.75015,770.73955,756.72395,740.72905,342.33835,488.44735,324.32775,470.43675,310.31215,445.40565,281.28555,417.41075
Cer_ADS(d21:0/30:3)-H,786.73445,768.72395,754.70825,738.71335,342.33835,486.43165,324.32775,468.42115,310.31215,443.39005,281.28555,415.39505
Cer_ADS(d21:0/30:4)-H,784.71885,766.70825,752.69265,736.69765,342.33835,484.41605,324.32775,466.40545,310.31215,441.37435,281.28555,413.37945
Cer_ADS(d21:0/31:0)-H,806.79715,788.78645,774.77085,758.77595,342.33835,506.49425,324.32775,488.48375,310.31215,463.45265,281.28555,435.45775
Cer_ADS(d21:0/31:1)-H,804.78145,786.77085,772.75525,756.76035,342.33835,504.47865,324.32775,486.46805,310.31215,461.43695,281.28555,433.44205
Cer_ADS(d21:0/31:2)-H,802.76585,784.75525,770.73955,754.74465,342.33835,502.46295,324.32775,484.45235,310.31215,459.42125,281.28555,431.42635
Cer_ADS(d21:0/31:3)-H,800.75015,782.73955,768.72395,752.72905,342.33835,500.44735,324.32775,482.43675,310.31215,457.40565,281.28555,429.41075
Cer_ADS(d21:0/31:4)-H,798.73445,780.72395,766.70825,750.71335,342.33835,498.43165,324.32775,480.42115,310.31215,455.39005,281.28555,427.39505
Cer_ADS(d21:0/32:0)-H,820.81275,802.80215,788.78645,772.79165,342.33835,520.50995,324.32775,502.49935,310.31215,477.46825,281.28555,449.47335
Cer_ADS(d21:0/32:1)-H,818.79715,800.78645,786.77085,770.77595,342.33835,518.49425,324.32775,500.48375,310.31215,475.45265,281.28555,447.45775
Cer_ADS(d21:0/32:2)-H,816.78145,798.77085,784.75525,768.76035,342.33835,516.47865,324.32775,498.46805,310.31215,473.43695,281.28555,445.44205
Cer_ADS(d21:0/32:3)-H,814.76585,796.75525,782.73955,766.74465,342.33835,514.46295,324.32775,496.45235,310.31215,471.42125,281.28555,443.42635
Cer_ADS(d21:0/32:4)-H,812.75015,794.73955,780.72395,764.72905,342.33835,512.44735,324.32775,494.43675,310.31215,469.40565,281.28555,441.41075
Cer_ADS(d21:0/33:0)-H,834.82835,816.81785,802.80215,786.80725,342.33835,534.52555,324.32775,516.51505,310.31215,491.48395,281.28555,463.48895
Cer_ADS(d21:0/33:1)-H,832.81275,814.80215,800.78645,784.79165,342.33835,532.50995,324.32775,514.49935,310.31215,489.46825,281.28555,461.47335
Cer_ADS(d21:0/33:2)-H,830.79715,812.78645,798.77085,782.77595,342.33835,530.49425,324.32775,512.48375,310.31215,487.45265,281.28555,459.45775
Cer_ADS(d21:0/33:3)-H,828.78145,810.77085,796.75525,780.76035,342.33835,528.47865,324.32775,510.46805,310.31215,485.43695,281.28555,457.44205
Cer_ADS(d21:0/33:4)-H,826.76585,808.75525,794.73955,778.74465,342.33835,526.46295,324.32775,508.45235,310.31215,483.42125,281.28555,455.42635
Cer_ADS(d21:0/34:0)-H,848.84405,830.83345,816.81785,800.82285,342.33835,548.54115,324.32775,530.53065,310.31215,505.49955,281.28555,477.50465
Cer_ADS(d21:0/34:1)-H,846.82835,828.81785,814.80215,798.80725,342.33835,546.52555,324.32775,528.51505,310.31215,503.48395,281.28555,475.48895
Cer_ADS(d21:0/34:2)-H,844.81275,826.80215,812.78645,796.79165,342.33835,544.50995,324.32775,526.49935,310.31215,501.46825,281.28555,473.47335
Cer_ADS(d21:0/34:3)-H,842.79715,824.78645,810.77085,794.77595,342.33835,542.49425,324.32775,524.48375,310.31215,499.45265,281.28555,471.45775
Cer_ADS(d21:0/34:4)-H,840.78145,822.77085,808.75525,792.76035,342.33835,540.47865,324.32775,522.46805,310.31215,497.43695,281.28555,469.44205
Cer_ADS(d21:0/35:0)-H,862.85965,844.84915,830.83345,814.83855,342.33835,562.55685,324.32775,544.54635,310.31215,519.51515,281.28555,491.52025
Cer_ADS(d21:0/35:1)-H,860.84405,842.83345,828.81785,812.82285,342.33835,560.54115,324.32775,542.53065,310.31215,517.49955,281.28555,489.50465
Cer_ADS(d21:0/35:2)-H,858.82835,840.81785,826.80215,810.80725,342.33835,558.52555,324.32775,540.51505,310.31215,515.48385,281.28555,487.48895
Cer_ADS(d21:0/35:3)-H,856.81275,838.80215,824.78645,808.79165,342.33835,556.50995,324.32775,538.49935,310.31215,513.46825,281.28555,485.47335
Cer_ADS(d21:0/35:4)-H,854.79715,836.78645,822.77085,806.77595,342.33835,554.49425,324.32775,536.48375,310.31215,511.45265,281.28555,483.45775
Cer_ADS(d21:0/36:0)-H,876.87535,858.86475,844.84915,828.85415,342.33835,576.57255,324.32775,558.56195,310.31215,533.53085,281.28555,505.53595
Cer_ADS(d21:0/36:1)-H,874.85965,856.84915,842.83345,826.83855,342.33835,574.55685,324.32775,556.54635,310.31215,531.51515,281.28555,503.52025
Cer_ADS(d21:0/36:2)-H,872.84405,854.83345,840.81785,824.82285,342.33835,572.54115,324.32775,554.53065,310.31215,529.49955,281.28555,501.50465
Cer_ADS(d21:0/36:3)-H,870.82835,852.81785,838.80215,822.80725,342.33835,570.52555,324.32775,552.51505,310.31215,527.48385,281.28555,499.48895
Cer_ADS(d21:0/36:4)-H,868.81275,850.80215,836.78645,820.79165,342.33835,568.50995,324.32775,550.49935,310.31215,525.46825,281.28555,497.47335
Cer_ADS(d22:0/14:0)-H,582.54665,564.53615,550.52045,534.52555,356.35395,268.22825,338.34335,250.21765,324.32775,225.18655,295.30115,197.19165
Cer_ADS(d22:0/14:1)-H,580.53105,562.52045,548.50485,532.50985,356.35395,266.21255,338.34335,248.20195,324.32775,223.17095,295.30115,195.17595
Cer_ADS(d22:0/14:2)-H,578.51535,560.50485,546.48915,530.49425,356.35395,264.19695,338.34335,246.18635,324.32775,221.15525,295.30115,193.16035
Cer_ADS(d22:0/14:3)-H,576.49975,558.48915,544.47355,528.47855,356.35395,262.18125,338.34335,244.17075,324.32775,219.13965,295.30115,191.14465
Cer_ADS(d22:0/15:0)-H,596.56235,578.55175,564.53615,548.54115,356.35395,282.24385,338.34335,264.23335,324.32775,239.20225,295.30115,211.20725
Cer_ADS(d22:0/15:1)-H,594.54665,576.53615,562.52045,546.52555,356.35395,280.22825,338.34335,262.21765,324.32775,237.18655,295.30115,209.19165
Cer_ADS(d22:0/15:2)-H,592.53105,574.52045,560.50485,544.50985,356.35395,278.21255,338.34335,260.20195,324.32775,235.17095,295.30115,207.17595
Cer_ADS(d22:0/15:3)-H,590.51535,572.50485,558.48915,542.49425,356.35395,276.19695,338.34335,258.18635,324.32775,233.15525,295.30115,205.16035
