Cer_NDS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer_NDS(d22:0/30:1)+H,790.80055,772.78995,754.77935,340.35685,322.34625,450.46635,310.34625
Cer_NDS(d22:0/30:2)+H,788.78485,770.77425,752.76375,340.35685,322.34625,448.45075,310.34625
Cer_NDS(d22:0/30:3)+H,786.76925,768.75865,750.74815,340.35685,322.34625,446.43505,310.34625
Cer_NDS(d22:0/30:4)+H,784.75365,766.74295,748.73245,340.35685,322.34625,444.41945,310.34625
Cer_NDS(d22:0/31:0)+H,806.83185,788.82125,770.81065,340.35685,322.34625,466.49775,310.34625
Cer_NDS(d22:0/31:1)+H,804.81615,786.80565,768.79505,340.35685,322.34625,464.48205,310.34625
Cer_NDS(d22:0/31:2)+H,802.80055,784.78995,766.77935,340.35685,322.34625,462.46635,310.34625
Cer_NDS(d22:0/31:3)+H,800.78485,782.77425,764.76375,340.35685,322.34625,460.45075,310.34625
Cer_NDS(d22:0/31:4)+H,798.76925,780.75865,762.74815,340.35685,322.34625,458.43505,310.34625
Cer_NDS(d22:0/32:0)+H,820.84745,802.83695,784.82635,340.35685,322.34625,480.51335,310.34625
Cer_NDS(d22:0/32:1)+H,818.83185,800.82125,782.81065,340.35685,322.34625,478.49775,310.34625
Cer_NDS(d22:0/32:2)+H,816.81615,798.80565,780.79505,340.35685,322.34625,476.48205,310.34625
Cer_NDS(d22:0/32:3)+H,814.80055,796.78995,778.77935,340.35685,322.34625,474.46635,310.34625
Cer_NDS(d22:0/32:4)+H,812.78485,794.77425,776.76375,340.35685,322.34625,472.45075,310.34625
Cer_NDS(d22:0/33:0)+H,834.86305,816.85255,798.84195,340.35685,322.34625,494.52895,310.34625
Cer_NDS(d22:0/33:1)+H,832.84745,814.83695,796.82635,340.35685,322.34625,492.51335,310.34625
Cer_NDS(d22:0/33:2)+H,830.83185,812.82125,794.81065,340.35685,322.34625,490.49775,310.34625
Cer_NDS(d22:0/33:3)+H,828.81615,810.80565,792.79505,340.35685,322.34625,488.48205,310.34625
Cer_NDS(d22:0/33:4)+H,826.80055,808.78995,790.77935,340.35685,322.34625,486.46635,310.34625
Cer_NDS(d22:0/34:0)+H,848.87875,830.86825,812.85765,340.35685,322.34625,508.54465,310.34625
Cer_NDS(d22:0/34:1)+H,846.86305,828.85255,810.84195,340.35685,322.34625,506.52895,310.34625
Cer_NDS(d22:0/34:2)+H,844.84745,826.83695,808.82635,340.35685,322.34625,504.51335,310.34625
Cer_NDS(d22:0/34:3)+H,842.83185,824.82125,806.81065,340.35685,322.34625,502.49775,310.34625
Cer_NDS(d22:0/34:4)+H,840.81615,822.80565,804.79505,340.35685,322.34625,500.48205,310.34625
Cer_NDS(d22:0/35:0)+H,862.89445,844.88385,826.87325,340.35685,322.34625,522.56035,310.34625
Cer_NDS(d22:0/35:1)+H,860.87875,842.86825,824.85765,340.35685,322.34625,520.54465,310.34625
Cer_NDS(d22:0/35:2)+H,858.86305,840.85255,822.84195,340.35685,322.34625,518.52895,310.34625
Cer_NDS(d22:0/35:3)+H,856.84745,838.83695,820.82635,340.35685,322.34625,516.51335,310.34625
Cer_NDS(d22:0/35:4)+H,854.83185,836.82125,818.81065,340.35685,322.34625,514.49765,310.34625
Cer_NDS(d22:0/36:0)+H,876.91005,858.89945,840.88895,340.35685,322.34625,536.57595,310.34625
Cer_NDS(d22:0/36:1)+H,874.89445,856.88385,838.87325,340.35685,322.34625,534.56035,310.34625
Cer_NDS(d22:0/36:2)+H,872.87875,854.86825,836.85765,340.35685,322.34625,532.54465,310.34625
Cer_NDS(d22:0/36:3)+H,870.86305,852.85255,834.84195,340.35685,322.34625,530.52895,310.34625
Cer_NDS(d22:0/36:4)+H,868.84745,850.83695,832.82635,340.35685,322.34625,528.51335,310.34625
